,SUBURB,ADDRESS,bedroom_count,Type,dwelling_type,sold_price,Method,agency_name,Date Sold,postcode,Population,Distance from CBD,Hospital,School,Super Market,latitude,longitude
278,ALEXANDRIA,"10/11-17 Wyndham Street, Alexandria",1,u,Apartment / Unit / Flat,710000.0,others,Raine & Horne Newtown,17/05/2018,2015,8264,3.5,0,3,0,-33.895607,151.197708
279,ASHFIELD,"8/17 Loftus Street, Ashfield",1,u,Apartment / Unit / Flat,455000.0,Private Treaty,LJ Hooker Ashfield,17/05/2018,2131,23839,7.9,0,6,0,-33.88319,151.132629
280,AVALON BEACH,"2/17-19 Old Barrenjoey Road, Avalon Beach",2,u,Apartment / Unit / Flat,777500.0,Private Treaty,Belle Property Avalon,17/05/2018,2107,9908,28.1,0,4,0,-33.63787,151.328033
281,AVALON BEACH,"2/17-19 Old Barrenjoey Road, Avalon Beach",2,u,Apartment / Unit / Flat,777500.0,Private Treaty,Belle Property Avalon,17/05/2018,2107,9908,28.1,0,4,0,-33.63787,151.328033
282,BALGOWLAH,"59 Wanganella Street, Balgowlah",3,h,House,1850000.0,Private Treaty,Cunninghams Real Estate,17/05/2018,2093,7963,9.6,0,4,0,-33.7955475,151.257446
283,BALGOWLAH,"147 A Balgowlah Road, Balgowlah",3,h,House,1669000.0,Auction,LJ Hooker Balgowlah,17/05/2018,2093,7963,9.6,0,4,0,-33.7909737,151.268875
284,BALGOWLAH,"59 Wanganella Street, Balgowlah",3,h,House,1850000.0,Private Treaty,Cunninghams Real Estate,17/05/2018,2093,7963,9.6,0,4,0,-33.7955475,151.257446
285,BLACKTOWN,"7 Burdett Crescent, Blacktown",3,h,House,705000.0,Auction,Starr Partners Blacktown,17/05/2018,2148,47172,29.6,1,20,0,-33.769546500000004,150.89119
286,BONDI,"62 Edward Street, Bondi",4,h,House,3200000.0,others,Phillips Pantzer Donnelley,17/05/2018,2026,10049,5.9,0,4,0,-33.8912468,151.265747
287,BONDI,"10/26 Ocean Street North, Bondi",2,u,Apartment / Unit / Flat,1400000.0,Auction,Ray White Double Bay,17/05/2018,2026,10049,5.9,0,4,0,-33.89202,151.263168
288,BONDI,"2/38 Flood  Street, Bondi",2,u,Apartment / Unit / Flat,885000.0,Private Treaty,Belle Property Bondi Junction,17/05/2018,2026,10049,5.9,0,4,0,-33.8919334,151.259354
289,BONDI BEACH,"16/65-75 Brighton Boulevard, Bondi Beach",2,u,Apartment / Unit / Flat,1609000.0,Auction,Raine & Horne Double Bay,17/05/2018,2026,11653,6.8,0,3,0,-33.888767200000004,151.280762
290,BONDI JUNCTION,"2/6 Council Street, Bondi Junction",2,u,Apartment / Unit / Flat,1225000.0,Private Treaty, McGrath Double Bay ,17/05/2018,2022,9440,4.7,0,2,0,-33.8936539,151.255447
291,BONDI JUNCTION,"2/6 Council  Street, Bondi Junction",3,u,Apartment / Unit / Flat,1225000.0,Auction,Laing+Simmons Bondi Junction,17/05/2018,2022,9440,4.7,0,2,0,-33.8936539,151.255447
292,BOTANY,"31/90 Bay Street, Botany",2,u,Apartment / Unit / Flat,880000.0,Private Treaty,Ellison Zulian Property,17/05/2018,2019,10822,8.7,0,4,0,-33.94138,151.204956
293,BOTANY,"21/125 Banksia Street, Botany",2,u,Apartment / Unit / Flat,757500.0,Private Treaty,Century 21 Eastern Beaches Maroubra,17/05/2018,2019,10822,8.7,0,4,0,-33.94365,151.2066
294,CAMPERDOWN,"6/21-25 Kingston  Road, Camperdown",3,u,Apartment / Unit / Flat,925000.0,Private Treaty,Cobden & Hayson ,17/05/2018,2050,10342,3.6,1,2,0,-33.892433200000006,151.17211899999998
295,CAMPERDOWN,"8 Gibbens Street, Camperdown",2,h,House,1185000.0,Auction,Hudson McHugh,17/05/2018,2050,10342,3.6,1,2,0,-33.89027,151.176941
296,CAMPERDOWN,"6/21-25 Kingston  Road, Camperdown",3,u,Apartment / Unit / Flat,925000.0,Private Treaty,Cobden & Hayson ,17/05/2018,2050,10342,3.6,1,2,0,-33.892433200000006,151.17211899999998
297,CAMPERDOWN,"8 Gibbens Street, Camperdown",2,h,House,1185000.0,Auction,Hudson McHugh,17/05/2018,2050,10342,3.6,1,2,0,-33.89027,151.176941
298,CENTENNIAL PARK,"1/19 Poate Road, Centennial Park",3,u,Apartment / Unit / Flat,1315000.0,Private Treaty,Phillips Pantzer Donnelley,17/05/2018,2021,2373,3.8,0,0,0,-33.890514399999994,151.229523
299,CHATSWOOD,"3/1 Day Street, Chatswood",1,u,Apartment / Unit / Flat,1038000.0,Private Treaty,Loyal Property Chatswood,17/05/2018,2067,24914,8.2,0,6,0,-33.793853799999994,151.181122
300,CHATSWOOD WEST,"2 Louise Avenue, Chatswood West",4,h,House,1745000.0,Private Treaty,Nexus Property,17/05/2018,2067,1500,8.7,0,0,0,-33.7960243,151.160187
301,CHIPPENDALE,"11/9-15 Blackfriars Street, Chippendale",2,u,Apartment / Unit / Flat,1250000.0,Auction,BresicWhitney Darlinghurst,17/05/2018,2008,8615,2.2,0,1,0,-33.8858223,151.198151
302,CHIPPENDALE,"11/9-15 Blackfriars Street, Chippendale",2,u,Apartment / Unit / Flat,1250000.0,Auction,BresicWhitney Darlinghurst,17/05/2018,2008,8615,2.2,0,1,0,-33.8858223,151.198151
303,CHIPPENDALE,"11/9-15 Blackfriars Street, Chippendale",2,u,Apartment / Unit / Flat,1250000.0,Auction,BresicWhitney Darlinghurst,17/05/2018,2008,8615,2.2,0,1,0,-33.8858223,151.198151
304,COLLAROY,"8/18-22 Fielding Street, Collaroy",2,u,Apartment / Unit / Flat,912000.0,Auction,Cunninghams Real Estate,17/05/2018,2097,7867,16.6,0,1,0,-33.731052399999996,151.299133
305,COLLAROY,"75 Cumberland Avenue, Collaroy",4,h,House,2900000.0,Private Treaty,Clarke & Humel Property,17/05/2018,2097,7867,16.6,0,1,0,-33.74391,151.3009
306,COLLAROY,"12/1A Ramsay Street, Collaroy",2,u,Apartment / Unit / Flat,1142000.0,Auction, Upstate ,17/05/2018,2097,7867,16.6,0,1,0,-33.72699,151.29895
307,COLLAROY PLATEAU,"59 Aubreen Street, Collaroy Plateau",4,h,House,2400000.0,Private Treaty,Belle Property Dee Why,17/05/2018,2097,4767,24.8,0,3,0,-33.72834,151.2934
308,CONCORD,"3 Curtin Place, Concord",4,h,House,1750000.0,Private Treaty,Devine Real Estate Concord,17/05/2018,2137,14534,9.6,1,4,0,-33.8564568,151.096954
309,CROMER,"140B Fisher Road North, Cromer",3,h,House,1299000.0,Auction, Upstate ,17/05/2018,2099,7594,15.6,0,2,0,-33.743763,151.2841
310,CROMER,"25 Carawa Road, Cromer",5,h,House,1540000.0,others,Belle Property Dee Why,17/05/2018,2099,7594,15.6,0,2,0,-33.7406654,151.279068
311,DEE WHY,"11/2 Monash  Parade, Dee Why",1,u,Apartment / Unit / Flat,1060000.0,others,Rowe Partners Real Estate,17/05/2018,2099,21518,14.6,0,4,0,-33.75541,151.298447
312,DEE WHY,"7/15 Lismore Avenue, Dee Why",1,u,Apartment / Unit / Flat,540000.0,Private Treaty, Upstate ,17/05/2018,2099,21518,14.6,0,4,0,-33.74677,151.288208
313,DEE WHY,"11/13-15 Francis  Street, Dee Why",2,u,Apartment / Unit / Flat,765000.0,Private Treaty,First National Real Estate Dee Why,17/05/2018,2099,21518,14.6,0,4,0,-33.7522659,151.28421
314,DOVER HEIGHTS,"32 Myuna Road, Dover Heights",4,h,House,4100000.0,others,Sydney Sotheby's International Realty,17/05/2018,2030,3802,6.8,0,2,0,-33.870459999999994,151.283432
315,DUNDAS,"35/32 Station Street, Dundas",2,u,Apartment / Unit / Flat,570000.0,Private Treaty,McGrath Ryde,17/05/2018,2117,4735,16.8,1,2,0,-33.803813899999994,151.033875
316,DUNDAS VALLEY,"74 Evans Road, Dundas Valley",5,u,Duplex,1130000.0,Private Treaty,Maison Bridge Property,17/05/2018,2117,5411,16.1,0,2,0,-33.790009999999995,151.051651
317,DUNDAS VALLEY,"74 Evans Road, Dundas Valley",5,u,Duplex,1130000.0,Private Treaty,Maison Bridge Property,17/05/2018,2117,5411,16.1,0,2,0,-33.790009999999995,151.051651
318,EDGECLIFF,"100 Cameron Street, Edgecliff",3,h,House,2850000.0,others,BradfieldCleary,17/05/2018,2027,2580,2.9,0,1,2,-33.88163,151.236877
319,GLADESVILLE,"4/27-29 Morrison Road, Gladesville",2,u,Apartment / Unit / Flat,755000.0,Private Treaty,Ray White Gladesville & Ryde,17/05/2018,2111,11826,8.1,0,6,0,-33.83263779999999,151.123734
320,GLADESVILLE,"25 Warner Street, Gladesville",3,h,House,1650000.0,Private Treaty,Cobden & Hayson Drummoyne,17/05/2018,2111,11826,8.1,0,6,0,-33.8241425,151.117722
321,GLADESVILLE,"4/27-29 Morrison Road, Gladesville",2,u,Apartment / Unit / Flat,755000.0,Private Treaty,Ray White Gladesville & Ryde,17/05/2018,2111,11826,8.1,0,6,0,-33.83263779999999,151.123734
322,GLADESVILLE,"25 Warner Street, Gladesville",3,h,House,1650000.0,Private Treaty,Cobden & Hayson Drummoyne,17/05/2018,2111,11826,8.1,0,6,0,-33.8241425,151.117722
323,GLENDENNING,"2 Joadja Crescent, Glendenning",4,h,House,715000.0,Private Treaty,Harcourts The Property People,17/05/2018,2761,5125,35.5,0,2,0,-33.7447662,150.855408
324,HAYMARKET,"3164/65 Tumbalong Boulevard, Haymarket",2,u,Apartment / Unit / Flat,1750000.0,Private Treaty,Obsidian Property Pty Ltd,17/05/2018,2000,7354,1.6,0,0,0,-33.87795,151.201828
325,HAYMARKET,"3164/65 Tumbalong Boulevard, Haymarket",2,u,Apartment / Unit / Flat,1750000.0,Private Treaty,Obsidian Property Pty Ltd,17/05/2018,2000,7354,1.6,0,0,0,-33.87795,151.201828
326,HAYMARKET,"3164/65 Tumbalong Boulevard, Haymarket",2,u,Apartment / Unit / Flat,1750000.0,Private Treaty,Obsidian Property Pty Ltd,17/05/2018,2000,7354,1.6,0,0,0,-33.87795,151.201828
327,HOMEBUSH WEST,"24/40-42 Henley  Road, Homebush West",4,u,Apartment / Unit / Flat,807000.0,Private Treaty,Belle Property Strathfield,17/05/2018,2140,8609,12.7,0,2,0,-33.8686676,151.068756
328,HORNSBY,"27 Carrington Road, Hornsby",3,h,House,1120080.0,Private Treaty,Ray White Hornsby,17/05/2018,2077,22167,20.6,1,6,0,-33.690834,151.094879
329,HUNTERS HILL,"6 Nemba Street, Hunters Hill",3,h,House,2000000.0,Auction,BresicWhitney Hunters Hill,17/05/2018,2110,9529,6.3,0,5,0,-33.83265,151.146652
330,HUNTERS HILL,"6 Nemba Street, Hunters Hill",3,h,House,2000000.0,Auction,BresicWhitney Hunters Hill,17/05/2018,2110,9529,6.3,0,5,0,-33.83265,151.146652
331,LEWISHAM,"913/20 Hudson Street, Lewisham",2,u,Apartment / Unit / Flat,1000000.0,Auction,Hudson McHugh,17/05/2018,2049,3165,6.6,0,4,0,-33.8932838,151.144409
332,LEWISHAM,"913/20 Hudson Street, Lewisham",2,u,Apartment / Unit / Flat,1000000.0,Auction,Hudson McHugh,17/05/2018,2049,3165,6.6,0,4,0,-33.8932838,151.144409
333,LILYFIELD,"22 Frazer Street, Lilyfield",2,h,House,1350000.0,Auction,McGrath Leichhardt,17/05/2018,2040,7617,3.9,0,1,0,-33.87165,151.153076
334,LINDFIELD,"33/6-8 Drovers  Way, Lindfield",2,u,Apartment / Unit / Flat,865000.0,Auction,Savills,17/05/2018,2070,9794,10.7,0,7,0,-33.7787,151.167786
335,MACQUARIE PARK,"3/41-43 Fontenoy Road, Macquarie Park",2,u,Apartment / Unit / Flat,675000.0,Private Treaty,Ray White Epping SYD,17/05/2018,2113,8142,11.8,0,0,0,-33.7766151,151.129028
336,MACQUARIE PARK,"3/41-43 Fontenoy Road, Macquarie Park",2,u,Apartment / Unit / Flat,675000.0,Private Treaty,Ray White Epping SYD,17/05/2018,2113,8142,11.8,0,0,0,-33.7766151,151.129028
337,MANLY VALE,"11/12 Fairway  Close, Manly Vale",2,u,Apartment / Unit / Flat,775000.0,Private Treaty,Cunninghams Real Estate,17/05/2018,2093,6167,10.8,0,3,0,-33.78608,151.274048
338,MATRAVILLE,"23 Combles Parade, Matraville",4,t,Townhouse,1150000.0,Private Treaty,McGrath Maroubra,17/05/2018,2036,9804,10.3,0,3,0,-33.955364200000005,151.238647
339,MILLERS POINT,"41 Windmill Street, Millers Point",3,h,House,2175000.0,Auction, McGrath Double Bay ,17/05/2018,2000,1485,1.0,0,0,0,-33.857826200000005,151.2047
340,MILLERS POINT,"41 Windmill Street, Millers Point",3,h,House,2175000.0,Auction, McGrath Double Bay ,17/05/2018,2000,1485,1.0,0,0,0,-33.857826200000005,151.2047
341,MILLERS POINT,"41 Windmill Street, Millers Point",3,h,House,2175000.0,Auction, McGrath Double Bay ,17/05/2018,2000,1485,1.0,0,0,0,-33.857826200000005,151.2047
342,MULGOA,"1292 Mulgoa Road, Mulgoa",6,h,House,975000.0,Auction,Bespoke Realty Group,17/05/2018,2745,1898,48.5,0,3,0,-33.8452644,150.65274
343,NEWTOWN,"1/85 Chelmsford Street, Newtown",2,u,Apartment / Unit / Flat,855000.0,Auction,Ray White Newtown,17/05/2018,2042,15025,4.1,0,6,0,-33.896217299999996,151.17569
344,NORMANHURST,"60 Denman Parade, Normanhurst",3,h,House,1650000.0,Auction,Soames Real Estate Northern Districts,17/05/2018,2076,5290,19.2,0,3,0,-33.721305799999996,151.097824
345,NORTH BONDI,"112 Murriverie Road, North Bondi",3,h,House,2545000.0,Auction,Raine & Horne Double Bay,17/05/2018,2026,9167,7.0,0,2,0,-33.882290000000005,151.280212
346,NORTH EPPING,"7 Harper Street, North Epping",3,h,House,1133000.0,others,Ray White Epping SYD,17/05/2018,2121,4526,16.3,0,1,0,-33.7630234,151.0948
347,NORTH EPPING,"7 Harper Street, North Epping",3,h,House,1133000.0,others,Ray White Epping SYD,17/05/2018,2121,4526,16.3,0,1,0,-33.7630234,151.0948
348,NORTH RYDE,"21 Cutler Parade, North Ryde",4,h,House,1420000.0,Private Treaty,"First National Real Estate Hunters Hill, Gladesville & Ryde",17/05/2018,2113,10857,10.9,0,6,0,-33.7986031,151.130417
349,NORTH RYDE,"21 Cutler Parade, North Ryde",4,h,House,1420000.0,Private Treaty,"First National Real Estate Hunters Hill, Gladesville & Ryde",17/05/2018,2113,10857,10.9,0,6,0,-33.7986031,151.130417
350,PADDINGTON,"25/13-15 Oxford Street, Paddington",1,u,Apartment / Unit / Flat,845000.0,Private Treaty,Phillips Pantzer Donnelley,17/05/2018,2021,12909,2.7,0,4,0,-33.8822746,151.219681
351,PALM BEACH,"32 Ralston Road, Palm Beach",4,h,House,2100000.0,Private Treaty,LJ Hooker Avalon,17/05/2018,2108,1589,31.1,0,0,0,-33.6039238,151.324356
352,POTTS POINT,"2/116-118 Victoria Street, Potts Point",1,u,Apartment / Unit / Flat,1475000.0,Auction,Ray White Elizabeth Bay,17/05/2018,2011,9425,1.7,0,2,0,-33.871482799999995,151.223145
353,POTTS POINT,"2/116-118 Victoria Street, Potts Point",1,u,Apartment / Unit / Flat,1475000.0,Auction,Ray White Elizabeth Bay,17/05/2018,2011,9425,1.7,0,2,0,-33.871482799999995,151.223145
354,QUEENSCLIFF,"3 Greycliffe Street, Queenscliff",5,h,House,4375000.0,Auction,Clarke & Humel Property,17/05/2018,2096,3377,11.8,0,0,0,-33.7852364,151.288773
355,QUEENSCLIFF,"6/109 Queenscliff Road, Queenscliff",2,u,Apartment / Unit / Flat,850000.0,Auction, Upstate ,17/05/2018,2096,3377,11.8,0,0,0,-33.7821541,151.28414899999999
356,REDFERN,"15 Renwick Street, Redfern",2,h,Terrace,1070000.0,Auction,BresicWhitney Darlinghurst,17/05/2018,2016,13213,2.9,0,3,0,-33.8899269,151.20211799999998
357,REDFERN,"81 Telopea Street, Redfern",2,h,House,1200000.0,Private Treaty,BresicWhitney Darlinghurst,17/05/2018,2016,13213,2.9,0,3,0,-33.8944321,151.21078500000002
358,RIVERVIEW,"120 Riverview Street, Riverview",3,h,House,1760000.0,Auction,Forsyth Real Estate,17/05/2018,2066,3354,6.4,0,0,0,-33.819694500000004,151.1571
359,ROSEVILLE,"7 Archbold Road, Roseville",4,h,House,2270000.0,Private Treaty,Belle Property Lane Cove,17/05/2018,2069,10085,9.6,0,2,0,-33.7835922,151.189346
360,RYDALMERE,"6A/414-420 Victoria Road, Rydalmere",4,t,Townhouse,815000.0,Private Treaty,Maison Bridge Property,17/05/2018,2116,6640,16.4,0,2,0,-33.812259999999995,151.043564
361,RYDE,"25/335-337 Blaxland Road, Ryde",2,u,Apartment / Unit / Flat,592000.0,Private Treaty,Tracy Yap Realty,17/05/2018,2112,26501,11.2,1,9,0,-33.803490000000004,151.103027
362,RYDE,"25/335-337 Blaxland Road, Ryde",2,u,Apartment / Unit / Flat,592000.0,Private Treaty,Tracy Yap Realty,17/05/2018,2112,26501,11.2,1,9,0,-33.803490000000004,151.103027
363,SEAFORTH,"17 Jenner  Street, Seaforth",6,h,House,4200000.0,others,Belle Property Seaforth,17/05/2018,2092,7137,8.8,0,1,0,-33.7972,151.239426
364,SEAFORTH,"27 MacMillan Street, Seaforth",5,h,House,2965000.0,Auction,Cunninghams Real Estate,17/05/2018,2092,7137,8.8,0,1,0,-33.794185600000006,151.247879
365,ST CLAIR,"12 Illawarra Drive, St Clair",4,h,House,700000.0,Private Treaty,QWest Property Group,17/05/2018,2759,19895,39.3,0,6,0,-33.8067474,150.787262
366,ST IVES,"16 Yarralumla Avenue, St Ives",3,h,House,1325000.0,Private Treaty,Belle Property Pymble | Wahroonga,17/05/2018,2075,17301,15.8,0,10,0,-33.702774,151.163467
367,TELOPEA,"35 Evans Road, Telopea",6,h,House,1293998.0,Private Treaty,Maison Bridge Property,17/05/2018,2117,5432,16.9,0,1,0,-33.7933426,151.04808
368,WARRIEWOOD,"92 Alameda Way, Warriewood",5,h,House,1665000.0,Auction, Upstate ,17/05/2018,2102,7499,20.6,0,0,0,-33.68065,151.29492199999999
369,WARRIEWOOD,"26a Lakeview Parade, Warriewood",5,h,House,1800000.0,others, Upstate ,17/05/2018,2102,7499,20.6,0,0,0,-33.6901436,151.304047
370,WATERLOO,"939/2-4 Lachlan Street, Waterloo",2,u,Apartment / Unit / Flat,860000.0,Private Treaty,Beere Property,17/05/2018,2017,14621,3.7,0,0,0,-33.899879999999996,151.212036
371,ZETLAND,"40/2 Hutchinson Walk, Zetland",2,u,Apartment / Unit / Flat,910000.0,Private Treaty,MGM MARTIN,17/05/2018,2017,10072,4.8,0,0,0,-33.9066963,151.21133400000002
372,ALEXANDRIA,"309 Belmont Street, Alexandria",2,h,House,1150000.0,others,Raine & Horne Newtown,18/05/2018,2015,8264,3.5,0,3,0,-33.9053841,151.189865
373,ALEXANDRIA,"311-313 Belmont Street, Alexandria",1,h,House,2350000.0,others,Raine & Horne Newtown,18/05/2018,2015,8264,3.5,0,3,0,-33.9054375,151.1898
374,ALEXANDRIA,"309 Belmont Street, Alexandria",2,h,House,1150000.0,others,Raine & Horne Newtown,18/05/2018,2015,8264,3.5,0,3,0,-33.9053841,151.189865
375,ALEXANDRIA,"311-313 Belmont Street, Alexandria",1,h,House,2350000.0,others,Raine & Horne Newtown,18/05/2018,2015,8264,3.5,0,3,0,-33.9054375,151.1898
376,ASHFIELD,"17/32 Alt Street, Ashfield",2,u,Apartment / Unit / Flat,660000.0,others,LJ Hooker Ashfield,18/05/2018,2131,23839,7.9,0,6,0,-33.884544399999996,151.123215
377,BALGOWLAH,"473 Sydney Road, Balgowlah",6,Block of Units,Block of Units,2750000.0,Private Treaty,Sweetnams Real Estate,18/05/2018,2093,7963,9.6,0,4,0,-33.794712100000005,151.257431
378,BALGOWLAH,"473 Sydney Road, Balgowlah",6,Block of Units,Block of Units,2750000.0,Private Treaty,Sweetnams Real Estate,18/05/2018,2093,7963,9.6,0,4,0,-33.794712100000005,151.257431
379,BALMAIN,"151 Darling Street, Balmain",3,h,House,1760000.0,Private Treaty,Belle Property Balmain,18/05/2018,2041,10447,2.9,1,4,0,-33.8579941,151.187759
380,BALMAIN,"14 Hampton Street, Balmain",2,h,House,1560000.0,Private Treaty, Ray White Balmain,18/05/2018,2041,10447,2.9,1,4,0,-33.8552971,151.174164
381,BALMAIN,"151 Darling Street, Balmain",3,h,House,1760000.0,Private Treaty,Belle Property Balmain,18/05/2018,2041,10447,2.9,1,4,0,-33.8579941,151.187759
382,BALMAIN,"14 Hampton Street, Balmain",2,h,House,1560000.0,Private Treaty, Ray White Balmain,18/05/2018,2041,10447,2.9,1,4,0,-33.8552971,151.174164
383,BELLEVUE HILL,"5/230-234 Old South Head Road, Bellevue Hill",2,u,Apartment / Unit / Flat,1723000.0,Private Treaty,Phillips Pantzer Donnelley,18/05/2018,2023,10719,5.3,0,8,0,-33.8875732,151.26448100000002
384,BELROSE,"29 Forest Glen Crescent, Belrose",3,h,House,1531800.0,others,Ray White Group,18/05/2018,2085,8775,14.2,0,6,0,-33.7369537,151.217529
385,BEROWRA,"15 Waratah Road, Berowra",5,h,House,1486000.0,Private Treaty,McGrath Berowra,18/05/2018,2081,4722,27.6,0,2,0,-33.6271248,151.1461
386,BEROWRA HEIGHTS,"21 Wymah Crescent, Berowra Heights",3,h,House,1120000.0,Private Treaty,McGrath Berowra,18/05/2018,2082,5262,29.2,0,3,0,-33.6130066,151.13069199999998
387,BLACKTOWN,"27/14-18 Fourth Avenue, Blacktown",2,u,Apartment / Unit / Flat,418000.0,Private Treaty,Ray White Blacktown City,18/05/2018,2148,47172,29.6,1,20,0,-33.76464,150.910767
388,BONDI,"39 Park Parade, Bondi",4,h,House,2300000.0,others,Phillips Pantzer Donnelley,18/05/2018,2026,10049,5.9,0,4,0,-33.896217299999996,151.25946000000002
389,BOSSLEY PARK,"3 Rayford Close, Bossley Park",5,h,House,1055000.0,Private Treaty,Ray White Fairfield,18/05/2018,2176,14580,29.8,0,4,0,-33.86072,150.88403300000002
390,BOTANY,"2/12 Edward Street, Botany",2,u,Apartment / Unit / Flat,680000.0,Private Treaty,LJ Hooker Green Square | Waterloo,18/05/2018,2019,10822,8.7,0,4,0,-33.9449158,151.1983
391,CAMBRIDGE PARK,"59 College Street, Cambridge Park",3,h,House,710000.0,Private Treaty,Jim Aitken & Partners Penrith,18/05/2018,2747,6727,46.3,0,3,0,-33.749534600000004,150.7214
392,CARLINGFORD,"79/2-8 James Street, Carlingford",2,u,Apartment / Unit / Flat,670000.0,Private Treaty,Element Realty Carlingford,18/05/2018,2118,24394,17.4,0,7,0,-33.7819939,151.045471
393,CARLINGFORD,"27 Mobbs Lane, Carlingford",3,h,House,1100000.0,Auction,McGrath Ryde,18/05/2018,2118,24394,17.4,0,7,0,-33.78522,151.06395
394,CARLINGFORD,"79/2-8 James Street, Carlingford",2,u,Apartment / Unit / Flat,670000.0,Private Treaty,Element Realty Carlingford,18/05/2018,2118,24394,17.4,0,7,0,-33.7819939,151.045471
395,CARLINGFORD,"27 Mobbs Lane, Carlingford",3,h,House,1100000.0,Auction,McGrath Ryde,18/05/2018,2118,24394,17.4,0,7,0,-33.78522,151.06395
396,CASTLECRAG,"79 Sunnyside Crescent, Castlecrag",2,h,House,2750000.0,others,Richardson & Wrench Northbridge,18/05/2018,2068,2943,7.2,0,2,0,-33.80022,151.216141
397,CHATSWOOD,"11 Lone Pine Avenue, Chatswood",3,h,House,2180000.0,others,Tracy Yap Realty North Shore,18/05/2018,2067,24914,8.2,0,6,0,-33.801753999999995,151.17562900000001
398,CHURCH POINT,"2121 Pittwater Road, Church Point",4,h,House,4200000.0,Private Treaty,LJ Hooker Mona Vale,18/05/2018,2105,997,25.7,0,0,0,-33.650772100000005,151.2872
399,COLLAROY,"2/8 Park Street, Collaroy",2,u,Apartment / Unit / Flat,870000.0,Private Treaty,CJ Hills Real Estate ,18/05/2018,2097,7867,16.6,0,1,0,-33.725956,151.295242
400,COLLAROY,"13/15 Jenkins Street, Collaroy",2,u,Apartment / Unit / Flat,745000.0,Private Treaty,McGrath Collaroy,18/05/2018,2097,7867,16.6,0,1,0,-33.7291222,151.298126
401,CROMER,"106 Toronto Avenue, Cromer",3,h,House,1165000.0,Private Treaty,Ray White Freshwater,18/05/2018,2099,7594,15.6,0,2,0,-33.731,151.269974
402,CROWS NEST,"98 Falcon St, Crows Nest",2,h,House,1290000.0,Private Treaty,Northside Realtors,18/05/2018,2065,4796,4.6,0,4,0,-33.8281174,151.205
403,CROWS NEST,"51/Ernest Street, Crows Nest",3,h,House,2650000.0,Auction,McGrath Crows Nest,18/05/2018,2065,4796,4.6,0,4,0,-33.8264275,151.20597800000002
404,DEE WHY,"2102/2-10 Mooramba Road, Dee Why",2,u,Apartment / Unit / Flat,785000.0,Private Treaty,Laing+Simmons Dee Why ,18/05/2018,2099,21518,14.6,0,4,0,-33.755832700000006,151.28183
405,DRUMMOYNE,"6 Byrne Avenue, Drummoyne",2,h,House,1427000.0,Private Treaty,Belle Property Drummoyne,18/05/2018,2047,11950,5.2,0,2,0,-33.856292700000004,151.145462
406,DRUMMOYNE,"38 Moore Street, Drummoyne",4,h,House,2410000.0,Private Treaty,Cobden & Hayson Drummoyne,18/05/2018,2047,11950,5.2,0,2,0,-33.8527756,151.14617900000002
407,DRUMMOYNE,"7/55 Wrights  Road, Drummoyne",2,t,Townhouse,1100000.0,Private Treaty,Cobden & Hayson Drummoyne,18/05/2018,2047,11950,5.2,0,2,0,-33.84428,151.151764
408,DRUMMOYNE,"4/361 Victoria Place, Drummoyne",3,u,Apartment / Unit / Flat,920000.0,Private Treaty,Horwood Nolan,18/05/2018,2047,11950,5.2,0,2,0,-33.84436420000001,151.144913
409,DRUMMOYNE,"6 Byrne Avenue, Drummoyne",2,h,House,1427000.0,Private Treaty,Belle Property Drummoyne,18/05/2018,2047,11950,5.2,0,2,0,-33.856292700000004,151.145462
410,DRUMMOYNE,"38 Moore Street, Drummoyne",4,h,House,2410000.0,Private Treaty,Cobden & Hayson Drummoyne,18/05/2018,2047,11950,5.2,0,2,0,-33.8527756,151.14617900000002
411,DRUMMOYNE,"7/55 Wrights  Road, Drummoyne",2,t,Townhouse,1100000.0,Private Treaty,Cobden & Hayson Drummoyne,18/05/2018,2047,11950,5.2,0,2,0,-33.84428,151.151764
412,EASTWOOD,"8/15-19 Ethel Street, Eastwood",2,u,Apartment / Unit / Flat,650000.0,Private Treaty,Anthony Trees First National,18/05/2018,2122,17870,14.5,2,8,0,-33.7900963,151.084579
413,EASTWOOD,"8/15-19 Ethel Street, Eastwood",2,u,Apartment / Unit / Flat,650000.0,Private Treaty,Anthony Trees First National,18/05/2018,2122,17870,14.5,2,8,0,-33.7900963,151.084579
414,EMU PLAINS,"69 Pyramid Street, Emu Plains",3,h,House,666000.0,Private Treaty,Dukes Estate Agents Penrith,18/05/2018,2750,8415,57.6,0,7,0,-33.749725299999994,150.654938
415,ERSKINEVILLE,"16 Malcolm Street, Erskineville",4,h,House,1480000.0,Private Treaty,Ray White Surry Hills | Alexandria | Glebe | Erskineville,18/05/2018,2043,8014,4.2,0,2,0,-33.900898,151.186752
416,ERSKINEVILLE,"32 Septimus Street, Erskineville",2,h,House,1005000.0,Private Treaty,Ray White Surry Hills | Alexandria | Glebe | Erskineville,18/05/2018,2043,8014,4.2,0,2,0,-33.89832,151.1833
417,ERSKINEVILLE,"7506/177-219 Mitchell Road, Erskineville",3,u,Apartment / Unit / Flat,1225000.0,Private Treaty,BresicWhitney Glebe,18/05/2018,2043,8014,4.2,0,2,0,-33.9065971,151.186127
