   ,SUBURB           ,ADDRESS                                                           ,bedroom_count,Type          ,dwelling_type          ,sold_price,Method        ,agency_name                                                  ,Date Sold ,postcode,Population,Distance from CBD,Hospital,School,Super Market,latitude           ,longitude
103,CHIPPENDALE      ,"003/8  Central Park Avenue, Chippendale"                         ,2            ,u             ,Apartment / Unit / Flat,1335000.0 ,Private Treaty,Sky Property Group                                           ,15/05/2018,2008    ,8615      ,2.2              ,0       ,1     ,0           ,-33.884859999999996,151.20071399999998
104,COOGEE           ,"6/7 Hendy Avenue, Coogee"                                        ,2            ,u             ,Apartment / Unit / Flat,850000.0  ,others        ,Ray White Randwick & Bondi Junction                          ,15/05/2018,2034    ,15215     ,7.4              ,0       ,2     ,0           ,-33.926223799999995,151.24856599999998
105,COOGEE           ,"12/106 Mount Street, Coogee"                                     ,4            ,u             ,Apartment / Unit / Flat,1722000.0 ,Auction       ,Belle Property Bondi Junction                                ,15/05/2018,2034    ,15215     ,7.4              ,0       ,2     ,0           ,-33.9230156        ,151.251068
106,COOGEE           ,"12/119-121 Carrington Road, Coogee"                              ,2            ,u             ,Apartment / Unit / Flat,860000.0  ,others        ,DiJones Real Estate Eastern Suburbs                          ,15/05/2018,2034    ,15215     ,7.4              ,0       ,2     ,0           ,-33.912262         ,151.24993899999998
107,CREMORNE         ,"6/5 Harrison Street, Cremorne"                                   ,2            ,u             ,Apartment / Unit / Flat,935000.0  ,Private Treaty,Raine & Horne Neutral Bay                                    ,15/05/2018,2090    ,11221     ,4.8              ,0       ,1     ,0           ,-33.8335953        ,151.2232
108,CROMER           ,"163 Fisher Road North, Cromer"                                   ,4            ,h             ,House                  ,1370000.0 ,others        ,Upstate                                                      ,15/05/2018,2099    ,7594      ,15.6             ,0       ,2     ,0           ,-33.742290000000004,151.283508
109,DARLINGHURST     ,"2/27 Barcom Avenue (access via Womerah Lane), Darlinghurst"      ,2            ,u             ,Apartment / Unit / Flat,1435000.0 ,Auction       ,BresicWhitney Darlinghurst                                   ,15/05/2018,2010    ,11317     ,1.8              ,1       ,3     ,0           ,-33.877834299999996,151.225647
110,DARLINGHURST     ,"2/27 Barcom Avenue (access via Womerah Lane), Darlinghurst"      ,2            ,u             ,Apartment / Unit / Flat,1435000.0 ,Auction       ,BresicWhitney Darlinghurst                                   ,15/05/2018,2010    ,11317     ,1.8              ,1       ,3     ,0           ,-33.877834299999996,151.225647
111,EASTWOOD         ,"6/58 Doomben Ave, Eastwood"                                      ,2            ,u             ,Apartment / Unit / Flat,690000.0  ,others        ,Angelland Realty                                             ,15/05/2018,2122    ,17870     ,14.5             ,2       ,8     ,0           ,-33.78839489999999 ,151.083191
112,EASTWOOD         ,"6/58 Doomben Ave, Eastwood"                                      ,2            ,u             ,Apartment / Unit / Flat,690000.0  ,others        ,Angelland Realty                                             ,15/05/2018,2122    ,17870     ,14.5             ,2       ,8     ,0           ,-33.78839489999999 ,151.083191
113,EPPING           ,"59 Chester Street, Epping"                                       ,5            ,h             ,House                  ,2290000.0 ,Auction       ,McGrath Epping                                               ,15/05/2018,2121    ,23691     ,15.6             ,0       ,8     ,0           ,-33.768840000000004,151.09051499999998
114,EPPING           ,"59 Chester Street, Epping"                                       ,5            ,h             ,House                  ,2290000.0 ,Auction       ,McGrath Epping                                               ,15/05/2018,2121    ,23691     ,15.6             ,0       ,8     ,0           ,-33.768840000000004,151.09051499999998
115,FAIRLIGHT        ,"3/125 Sydney  Road, Fairlight"                                   ,3            ,u             ,Apartment / Unit / Flat,1300000.0 ,Private Treaty,Red Property                                                 ,15/05/2018,2094    ,5841      ,9.8              ,0       ,0     ,0           ,-33.79619          ,151.2787
116,FIVE DOCK        ,"9 Henry Street, Five Dock"                                       ,4            ,h             ,House                  ,1450000.0 ,Private Treaty,Horwood Nolan                                                ,15/05/2018,2046    ,9359      ,7.1              ,0       ,4     ,0           ,-33.8665047        ,151.128555
117,FIVE DOCK        ,"7/239 Great North Road, Five Dock"                               ,1            ,u             ,Apartment / Unit / Flat,698800.0  ,Private Treaty,Roger Mickhail Property                                      ,15/05/2018,2046    ,9359      ,7.1              ,0       ,4     ,0           ,-33.86452          ,151.1299
118,FIVE DOCK        ,"9 Henry Street, Five Dock"                                       ,4            ,h             ,House                  ,1450000.0 ,Private Treaty,Horwood Nolan                                                ,15/05/2018,2046    ,9359      ,7.1              ,0       ,4     ,0           ,-33.8665047        ,151.128555
119,FIVE DOCK        ,"7/239 Great North Road, Five Dock"                               ,1            ,u             ,Apartment / Unit / Flat,698800.0  ,Private Treaty,Roger Mickhail Property                                      ,15/05/2018,2046    ,9359      ,7.1              ,0       ,4     ,0           ,-33.86452          ,151.1299
120,FOREST LODGE     ,"311/19 Minogue Crescent, Forest Lodge"                           ,2            ,u             ,Apartment / Unit / Flat,1106000.0 ,Private Treaty,McGrath Leichhardt                                           ,15/05/2018,2037    ,4583      ,2.9              ,0       ,2     ,0           ,-33.879982         ,151.179321
121,FOREST LODGE     ,"311/19 Minogue Crescent, Forest Lodge"                           ,2            ,u             ,Apartment / Unit / Flat,1106000.0 ,Private Treaty,McGrath Leichhardt                                           ,15/05/2018,2037    ,4583      ,2.9              ,0       ,2     ,0           ,-33.879982         ,151.179321
122,FRENCHS FOREST   ,"19 Adams Street, Frenchs Forest"                                 ,5            ,h             ,House                  ,1950000.0 ,Private Treaty,Ratcliff Mathews Real Estate                                 ,15/05/2018,2086    ,13476     ,13.0             ,1       ,5     ,0           ,-33.74626          ,151.224335
123,FRESHWATER       ,"20/4 Greenwood Place, Freshwater"                                ,2            ,u             ,Apartment / Unit / Flat,850000.0  ,Private Treaty,McGrath Manly                                                ,15/05/2018,2096    ,8862      ,15.0             ,0       ,4     ,0           ,-33.775974299999994,151.28717
124,GLENMORE PARK    ,"11 Coolabah Crescent, Glenmore Park"                             ,4            ,h             ,House                  ,790000.0  ,Private Treaty,Glenmore Park Realty                                         ,15/05/2018,2745    ,23002     ,54.6             ,0       ,7     ,0           ,-33.793014500000005,150.688736
125,GLENWOOD         ,"5 Pinnacle Way, Glenwood"                                        ,4            ,h             ,House                  ,1165000.0 ,Private Treaty,Harcourts Hills Living                                       ,15/05/2018,2768    ,16128     ,29.9             ,0       ,5     ,0           ,-33.7345047        ,150.93544
126,HORNSBY          ,"23/1-5 Linda Street, Hornsby"                                    ,3            ,u             ,Apartment / Unit / Flat,835000.0  ,Private Treaty,Ray White Hornsby                                            ,15/05/2018,2077    ,22167     ,20.6             ,1       ,6     ,0           ,-33.700244899999994,151.103592
127,JORDAN SPRINGS   ,"5 Governor Street, Jordan Springs"                               ,3            ,h             ,House                  ,680000.0  ,Private Treaty,Jim Aitken + Partners Jordan Springs                         ,15/05/2018,2747    ,5160      ,58.4             ,0       ,1     ,0           ,-33.72578          ,150.724274
128,KENSINGTON       ,"21 Doncaster Avenue, Kensington"                                 ,3            ,h             ,House                  ,1700000.0 ,others        ,Belle Property Bondi Junction                                ,15/05/2018,2033    ,15002     ,4.9              ,0       ,3     ,0           ,-33.90612410000001 ,151.225784
129,KILLARA          ,"20/29 Lorne Avenue, Killara"                                     ,3            ,u             ,Apartment / Unit / Flat,1705000.0 ,others        ,Belle Property Lindfield                                     ,15/05/2018,2071    ,10576     ,12.0             ,0       ,3     ,0           ,-33.76486          ,151.158524
130,LITTLE BAY       ,"309/1-5 Solarch Avenue, Little Bay"                              ,2            ,u             ,Apartment / Unit / Flat,960000.0  ,Auction       ,N G Farah Pty Ltd                                            ,15/05/2018,2036    ,4477      ,13.1             ,0       ,0     ,0           ,-33.97656          ,151.243851
131,MALABAR          ,"30 McGowen Avenue, Malabar"                                      ,4            ,h             ,House                  ,1900000.0 ,Private Treaty,South Eastern Realty                                         ,15/05/2018,2036    ,5423      ,11.5             ,0       ,3     ,0           ,-33.9678726        ,151.249191
132,MEADOWBANK       ,"12/37 Meadow Crescent, Meadowbank"                               ,2            ,u             ,Apartment / Unit / Flat,613000.0  ,Private Treaty,Jackson Rowe                                                 ,15/05/2018,2114    ,4408      ,12.2             ,0       ,2     ,0           ,-33.8183937        ,151.08667
