   ,SUBURB           ,ADDRESS                                                           ,bedroom_count,Type          ,dwelling_type          ,sold_price,Method        ,agency_name                                                  ,Date Sold ,postcode,Population,Distance from CBD,Hospital,School,Super Market,latitude           ,longitude
871,HORNSBY          ,"34/2-8 Belair Close, Hornsby"                                    ,1            ,u             ,Apartment / Unit / Flat,510000.0  ,Private Treaty,DiJones Real Estate North Shore                              ,23/05/2018,2077    ,22167     ,20.6             ,1       ,6     ,0           ,-33.6991844        ,151.106155
872,KENSINGTON       ,"7/3-5 Goodwood  Street, Kensington"                              ,1            ,u             ,Apartment / Unit / Flat,795000.0  ,Private Treaty,Phillips Pantzer Donnelley                                   ,23/05/2018,2033    ,15002     ,4.9              ,0       ,3     ,0           ,-33.9069824        ,151.225174
873,KINGSFORD        ,"9 Paton Street, Kingsford"                                       ,3            ,h             ,House                  ,2110000.0 ,others        ,Raine & Horne Double Bay                                     ,23/05/2018,2032    ,15484     ,6.7              ,0       ,1     ,0           ,-33.92627          ,151.23701499999999
874,KINGSWOOD        ,"12 Anthony Crescent, Kingswood"                                  ,2            ,h             ,House                  ,629000.0  ,Private Treaty,Jim Aitken & Partners Lennox                                 ,23/05/2018,2747    ,9301      ,46.5             ,1       ,5     ,0           ,-33.763855         ,150.730835
875,LEICHHARDT       ,"1/139 Marion Street, Leichhardt"                                 ,2            ,u             ,Apartment / Unit / Flat,820000.0  ,Private Treaty,Strathfield Partners                                         ,23/05/2018,2040    ,14622     ,5.0              ,0       ,6     ,0           ,-33.8839455        ,151.1504
876,LEICHHARDT       ,"1/139 Marion Street, Leichhardt"                                 ,2            ,u             ,Apartment / Unit / Flat,820000.0  ,Private Treaty,Strathfield Partners                                         ,23/05/2018,2040    ,14622     ,5.0              ,0       ,6     ,0           ,-33.8839455        ,151.1504
877,MANLY            ,"16/15 East Esplanade, Manly"                                     ,2            ,u             ,Apartment / Unit / Flat,1060000.0 ,others        ,Rowe Partners Real Estate                                    ,23/05/2018,2095    ,15863     ,10.8             ,1       ,7     ,0           ,-33.802215600000004,151.2872
878,MAROUBRA         ,"77 Hinkler Street, Maroubra"                                     ,2            ,h             ,House                  ,1652500.0 ,others        ,N G Farah Pty Ltd                                            ,23/05/2018,2035    ,30686     ,9.4              ,0       ,7     ,0           ,-33.9444275        ,151.228714
879,MAROUBRA         ,"3 Bennett Place, Maroubra"                                       ,5            ,h             ,House                  ,2286100.0 ,others        ,Phillips Pantzer Donnelley                                   ,23/05/2018,2035    ,30686     ,9.4              ,0       ,7     ,0           ,-33.954093900000004,151.2465
880,MAROUBRA         ,"1/205 Maroubra Road, Maroubra"                                   ,2            ,u             ,Apartment / Unit / Flat,965000.0  ,Private Treaty,L J HOOKER KELLYVILLE RIDGE                                  ,23/05/2018,2035    ,30686     ,9.4              ,0       ,7     ,0           ,-33.94169          ,151.2396
881,MATRAVILLE       ,"49 Lawson Street, Matraville"                                    ,4            ,h             ,House                  ,2000000.0 ,Auction       ,South Eastern Realty                                         ,23/05/2018,2036    ,9804      ,10.3             ,0       ,3     ,0           ,-33.9614           ,151.243317
882,MATRAVILLE       ,"A37/503 Bunnerong Road, Matraville"                              ,1            ,u             ,Apartment / Unit / Flat,655000.0  ,Private Treaty,Century 21 Gilles Property                                   ,23/05/2018,2036    ,9804      ,10.3             ,0       ,3     ,0           ,-33.957679999999996,151.231445
883,MCMAHONS POINT   ,"2/43 Blues Point Road, Mcmahons Point"                           ,3            ,u             ,Apartment / Unit / Flat,4300000.0 ,Auction       ,Raine & Horne Neutral Bay                                    ,23/05/2018,2060    ,2280      ,2.5              ,0       ,0     ,2           ,-33.847496         ,151.204071
884,MOSMAN           ,"26 Bay Street, Mosman"                                           ,5            ,h             ,House                  ,5600000.0 ,Private Treaty,The Agency North                                             ,23/05/2018,2088    ,28476     ,5.4              ,0       ,9     ,0           ,-33.8141861        ,151.2382
885,MOUNT DRUITT     ,"14 Tulloona Street, Mount Druitt"                                ,4            ,h             ,House                  ,765000.0  ,Private Treaty,Ray White Mt Druitt                                          ,23/05/2018,2770    ,16731     ,37.7             ,1       ,9     ,0           ,-33.7599258        ,150.815552
886,NAREMBURN        ,"11 McBurney Street, Naremburn"                                   ,2            ,h             ,House                  ,1575000.0 ,Auction       ,McGrath Crows Nest                                           ,23/05/2018,2065    ,5887      ,5.6              ,0       ,1     ,0           ,-33.8177071        ,151.205521
887,NEUTRAL BAY      ,"4/18 Byrnes Avenue, Neutral Bay"                                 ,1            ,u             ,Apartment / Unit / Flat,662500.0  ,Private Treaty,Di Jones Lower North Shore                                   ,23/05/2018,2089    ,10483     ,4.2              ,0       ,2     ,0           ,-33.82866          ,151.21669
888,NEWPORT          ,"122 Irrubel Road, Newport"                                       ,4            ,h             ,House                  ,2560000.0 ,Private Treaty,Ray White Prestige | Palm Beach                              ,23/05/2018,2106    ,9303      ,24.9             ,0       ,1     ,0           ,-33.6539345        ,151.306778
889,NORTH NARRABEEN  ,"48 Rickard Road, North Narrabeen"                                ,4            ,h             ,House                  ,1360000.0 ,Private Treaty,McGrath Collaroy                                             ,23/05/2018,2101    ,5854      ,20.0             ,0       ,3     ,0           ,-33.708107         ,151.29231299999998
890,NORTH TURRAMURRA ,"22 Leura Crescent, North Turramurra"                             ,3            ,h             ,House                  ,1950000.0 ,Private Treaty,Turramurra North Real Estate                                 ,23/05/2018,2074    ,4257      ,18.0             ,0       ,4     ,0           ,-33.6924133        ,151.149948
891,POTTS POINT      ,"15/50 Bayswater Road, Potts Point"                               ,1            ,u             ,Apartment / Unit / Flat,737000.0  ,others        ,Ray White Elizabeth Bay                                      ,23/05/2018,2011    ,9425      ,1.7              ,0       ,2     ,0           ,-33.87574          ,151.22558600000002
892,POTTS POINT      ,"15/50 Bayswater Road, Potts Point"                               ,1            ,u             ,Apartment / Unit / Flat,737000.0  ,others        ,Ray White Elizabeth Bay                                      ,23/05/2018,2011    ,9425      ,1.7              ,0       ,2     ,0           ,-33.87574          ,151.22558600000002
893,PYRMONT          ,"603/135 Point Street, Pyrmont"                                   ,3            ,u             ,Apartment / Unit / Flat,2320000.0 ,Private Treaty,Raine & Horne City Living                                    ,23/05/2018,2009    ,12813     ,1.3              ,0       ,0     ,0           ,-33.86676          ,151.19311499999998
894,PYRMONT          ,"603/135 Point Street, Pyrmont"                                   ,3            ,u             ,Apartment / Unit / Flat,2320000.0 ,Private Treaty,Raine & Horne City Living                                    ,23/05/2018,2009    ,12813     ,1.3              ,0       ,0     ,0           ,-33.86676          ,151.19311499999998
895,PYRMONT          ,"603/135 Point Street, Pyrmont"                                   ,3            ,u             ,Apartment / Unit / Flat,2320000.0 ,Private Treaty,Raine & Horne City Living                                    ,23/05/2018,2009    ,12813     ,1.3              ,0       ,0     ,0           ,-33.86676          ,151.19311499999998
896,QUEENSCLIFF      ,"12/63 Pavilion Street, Queenscliff"                              ,3            ,u             ,Apartment / Unit / Flat,2300000.0 ,Auction       ,McGrath Manly                                                ,23/05/2018,2096    ,3377      ,11.8             ,0       ,0     ,0           ,-33.782759999999996,151.286926
897,RANDWICK         ,"81 Market Street, Randwick"                                      ,4            ,h             ,House                  ,2370000.0 ,others        ,Phillips Pantzer Donnelley                                   ,23/05/2018,2031    ,29990     ,6.0              ,3       ,13    ,0           ,-33.90741          ,151.245041
898,REDFERN          ,"139 Baptist Street, Redfern"                                     ,2            ,h             ,House                  ,1220000.0 ,others        ,Belle Property Surry Hills                                   ,23/05/2018,2016    ,13213     ,2.9              ,0       ,3     ,0           ,-33.89638          ,151.211929
